epoch,price,last_digit
1780815938,5061.13,3
1780815939,5061.16,6
1780815940,5061.98,8
1780815941,5062.87,7
1780815942,5062.91,1
1780815943,5062.36,6
1780815944,5063.51,1
1780815945,5063.92,2
1780815946,5065.31,1
1780815947,5065.12,2
1780815948,5065.48,8
1780815949,5065.55,5
1780815950,5065.06,6
1780815951,5065.16,6
1780815952,5064.70,0
1780815953,5064.96,6
1780815954,5065.14,4
1780815955,5064.84,4
1780815956,5064.35,5
1780815957,5064.00,0
1780815958,5064.09,9
1780815959,5063.77,7
1780815960,5063.48,8
1780815961,5063.30,0
1780815962,5062.67,7
1780815963,5062.77,7
1780815964,5063.33,3
1780815965,5062.77,7
1780815966,5063.67,7
1780815967,5063.85,5
1780815968,5063.03,3
1780815969,5063.20,0
1780815970,5063.35,5
1780815971,5062.82,2
1780815972,5062.53,3
1780815973,5061.06,6
1780815974,5062.32,2
1780815975,5062.60,0
1780815976,5061.30,0
1780815977,5060.57,7
1780815978,5060.15,5
1780815979,5060.72,2
1780815980,5060.69,9
1780815981,5061.34,4
1780815982,5061.29,9
1780815983,5060.73,3
1780815984,5061.66,6
1780815985,5061.99,9
1780815986,5061.60,0
1780815987,5062.27,7
1780815988,5062.74,4
1780815989,5063.45,5
1780815990,5063.97,7
1780815991,5062.29,9
1780815992,5063.13,3
1780815993,5063.22,2
1780815994,5063.80,0
1780815995,5063.92,2
1780815996,5063.26,6
1780815997,5062.43,3
1780815998,5063.04,4
1780815999,5063.02,2
1780816000,5062.89,9
1780816001,5062.28,8
1780816002,5062.19,9
1780816003,5063.10,0
1780816004,5062.60,0
1780816005,5062.88,8
1780816006,5061.56,6
1780816007,5062.88,8
1780816008,5062.41,1
1780816009,5062.18,8
1780816010,5062.65,5
1780816011,5063.70,0
1780816012,5063.54,4
1780816013,5064.26,6
1780816014,5064.89,9
1780816015,5065.38,8
1780816016,5065.57,7
1780816017,5066.53,3
1780816018,5066.55,5
1780816019,5065.24,4
1780816020,5065.18,8
1780816021,5064.28,8
1780816022,5063.12,2
1780816023,5063.38,8
1780816024,5063.46,6
1780816025,5063.84,4
1780816026,5064.35,5
1780816027,5064.00,0
1780816028,5064.02,2
1780816029,5065.17,7
1780816030,5065.75,5
1780816031,5064.51,1
1780816032,5065.80,0
1780816033,5066.18,8
1780816034,5065.96,6
1780816035,5065.33,3
1780816036,5066.54,4
1780816037,5067.23,3
1780816038,5066.91,1
1780816039,5066.11,1
1780816040,5066.34,4
1780816041,5065.76,6
1780816042,5064.93,3
1780816043,5064.76,6
1780816044,5064.35,5
1780816045,5062.94,4
1780816046,5063.47,7
1780816047,5064.08,8
1780816048,5063.99,9
1780816049,5064.41,1
1780816050,5062.95,5
1780816051,5062.70,0
1780816052,5061.69,9
1780816053,5061.55,5
1780816054,5062.34,4
1780816055,5062.37,7
1780816056,5062.20,0
1780816057,5062.33,3
1780816058,5062.20,0
1780816059,5062.63,3
1780816060,5062.61,1
1780816061,5061.50,0
1780816062,5061.77,7
1780816063,5060.46,6
1780816064,5059.43,3
1780816065,5059.11,1
1780816066,5058.24,4
1780816067,5058.90,0
1780816068,5058.62,2
1780816069,5057.37,7
1780816070,5057.87,7
1780816071,5058.40,0
1780816072,5059.41,1
1780816073,5060.52,2
1780816074,5060.89,9
1780816075,5060.54,4
1780816076,5060.15,5
1780816077,5058.90,0
1780816078,5059.05,5
1780816079,5059.15,5
1780816080,5059.06,6
1780816081,5060.00,0
1780816082,5059.87,7
1780816083,5060.11,1
1780816084,5060.89,9
1780816085,5062.16,6
1780816086,5061.44,4
1780816087,5061.06,6
1780816088,5060.34,4
1780816089,5060.95,5
1780816090,5061.19,9
1780816091,5061.24,4
1780816092,5060.42,2
1780816093,5059.48,8
1780816094,5059.57,7
1780816095,5059.28,8
1780816096,5058.27,7
1780816097,5057.99,9
1780816098,5057.97,7
1780816099,5057.44,4
1780816100,5056.53,3
1780816101,5054.20,0
1780816102,5053.93,3
1780816103,5053.87,7
1780816104,5054.70,0
1780816105,5054.21,1
1780816106,5055.15,5
1780816107,5055.16,6
1780816108,5056.10,0
1780816109,5055.83,3
1780816110,5057.81,1
1780816111,5058.22,2
1780816112,5058.40,0
1780816113,5059.26,6
1780816114,5059.00,0
1780816115,5059.15,5
1780816116,5058.78,8
