epoch,price,last_digit
1780810934,93.3683,3
1780810936,93.3761,1
1780810938,93.3814,4
1780810940,93.3637,7
1780810942,93.3782,2
1780810944,93.3524,4
1780810946,93.3545,5
1780810948,93.3403,3
1780810950,93.3195,5
1780810952,93.3172,2
1780810954,93.3357,7
1780810956,93.3262,2
1780810958,93.3354,4
1780810960,93.3474,4
1780810962,93.3601,1
1780810964,93.3383,3
1780810966,93.3465,5
1780810968,93.3466,6
1780810970,93.3285,5
1780810972,93.3322,2
1780810974,93.3189,9
1780810976,93.3259,9
1780810978,93.3154,4
1780810980,93.3244,4
1780810982,93.3188,8
1780810984,93.3414,4
1780810986,93.3312,2
1780810988,93.3374,4
1780810990,93.3395,5
1780810992,93.3313,3
1780810994,93.3159,9
1780810996,93.3061,1
1780810998,93.3092,2
1780811000,93.3131,1
1780811002,93.3095,5
1780811004,93.3248,8
1780811006,93.3086,6
1780811008,93.3016,6
1780811010,93.3018,8
1780811012,93.2992,2
1780811014,93.3093,3
1780811016,93.2915,5
1780811018,93.2899,9
1780811020,93.2757,7
1780811022,93.2792,2
1780811024,93.2801,1
1780811026,93.2653,3
1780811028,93.2809,9
1780811030,93.2538,8
1780811032,93.2389,9
1780811034,93.2436,6
1780811036,93.2470,0
1780811038,93.2552,2
1780811040,93.2580,0
1780811042,93.2881,1
1780811044,93.2804,4
1780811046,93.2843,3
1780811048,93.2764,4
1780811050,93.2666,6
1780811052,93.2402,2
1780811054,93.2526,6
1780811056,93.2781,1
1780811058,93.2826,6
1780811060,93.2835,5
1780811062,93.2752,2
1780811064,93.2915,5
1780811066,93.3036,6
1780811068,93.2936,6
1780811070,93.2955,5
1780811072,93.2920,0
1780811074,93.2985,5
1780811076,93.2922,2
1780811078,93.2728,8
1780811080,93.2717,7
1780811082,93.2573,3
1780811084,93.2695,5
1780811086,93.2848,8
1780811088,93.2844,4
1780811090,93.2710,0
1780811092,93.2697,7
1780811094,93.2600,0
1780811096,93.2627,7
1780811098,93.2477,7
1780811100,93.2394,4
1780811102,93.2284,4
1780811104,93.2263,3
1780811106,93.2055,5
1780811108,93.2130,0
1780811110,93.2168,8
1780811112,93.2237,7
1780811114,93.2250,0
1780811116,93.2241,1
1780811118,93.2068,8
1780811120,93.2181,1
1780811122,93.2290,0
1780811124,93.2225,5
1780811126,93.2237,7
1780811128,93.2022,2
1780811130,93.1976,6
1780811132,93.1755,5
1780811134,93.1857,7
1780811136,93.1886,6
1780811138,93.1763,3
1780811140,93.1862,2
1780811142,93.2063,3
1780811144,93.2242,2
1780811146,93.2524,4
1780811148,93.2448,8
1780811150,93.2564,4
1780811152,93.2491,1
1780811154,93.2455,5
1780811156,93.2198,8
1780811158,93.2380,0
1780811160,93.2401,1
1780811162,93.2178,8
1780811164,93.2118,8
1780811166,93.2171,1
1780811168,93.2103,3
1780811170,93.2182,2
1780811172,93.2239,9
1780811174,93.2287,7
1780811176,93.2412,2
1780811178,93.2309,9
1780811180,93.2371,1
1780811182,93.2351,1
1780811184,93.2486,6
1780811186,93.2390,0
1780811188,93.2366,6
1780811190,93.2341,1
1780811192,93.2252,2
1780811194,93.2282,2
1780811196,93.2212,2
1780811198,93.2207,7
1780811200,93.2179,9
1780811202,93.2342,2
1780811204,93.2251,1
1780811206,93.2157,7
1780811208,93.2173,3
1780811210,93.2179,9
1780811212,93.2301,1
1780811214,93.2218,8
1780811216,93.2188,8
1780811218,93.2140,0
1780811220,93.2093,3
1780811222,93.2226,6
1780811224,93.2286,6
1780811226,93.2184,4
1780811228,93.1956,6
1780811230,93.1976,6
1780811232,93.1862,2
1780811234,93.1918,8
1780811236,93.1861,1
1780811238,93.1901,1
1780811240,93.1977,7
1780811242,93.2015,5
1780811244,93.2026,6
1780811246,93.2024,4
1780811248,93.2040,0
1780811250,93.2015,5
1780811252,93.1952,2
1780811254,93.1970,0
1780811256,93.1842,2
1780811258,93.1797,7
1780811260,93.1770,0
1780811262,93.1955,5
1780811264,93.1992,2
1780811266,93.1982,2
1780811268,93.1915,5
1780811270,93.1878,8
1780811272,93.1809,9
1780811274,93.1778,8
1780811276,93.1810,0
1780811278,93.1663,3
1780811280,93.1690,0
1780811282,93.1791,1
1780811284,93.1901,1
1780811286,93.1962,2
1780811288,93.1920,0
1780811290,93.1942,2
1780811292,93.1683,3
1780811294,93.1656,6
1780811296,93.1854,4
1780811298,93.1904,4
1780811300,93.1737,7
1780811302,93.1791,1
1780811304,93.1922,2
1780811306,93.1927,7
1780811308,93.1938,8
1780811310,93.1877,7
1780811312,93.1723,3
1780811314,93.1758,8
1780811316,93.1552,2
1780811318,93.1479,9
1780811320,93.1641,1
1780811322,93.1532,2
1780811324,93.1625,5
1780811326,93.1456,6
1780811328,93.1457,7
1780811330,93.1333,3
1780811332,93.1284,4
1780811334,93.1182,2
1780811336,93.1134,4
1780811338,93.1112,2
1780811340,93.1183,3
1780811342,93.1152,2
1780811344,93.1241,1
1780811346,93.1323,3
1780811348,93.1316,6
1780811350,93.1423,3
1780811352,93.1423,3
1780811354,93.1479,9
1780811356,93.1303,3
1780811358,93.1279,9
1780811360,93.1145,5
1780811362,93.1151,1
1780811364,93.1168,8
1780811366,93.1123,3
1780811368,93.1216,6
1780811370,93.1156,6
1780811372,93.1253,3
1780811374,93.1285,5
1780811376,93.1132,2
1780811378,93.1127,7
1780811380,93.0979,9
1780811382,93.0867,7
1780811384,93.0952,2
1780811386,93.0838,8
1780811388,93.0806,6
1780811390,93.0646,6
1780811392,93.0585,5
1780811394,93.0465,5
1780811396,93.0737,7
1780811398,93.0793,3
1780811400,93.0769,9
1780811402,93.0861,1
1780811404,93.0806,6
1780811406,93.0896,6
1780811408,93.0898,8
1780811410,93.0947,7
1780811412,93.1032,2
1780811414,93.1053,3
1780811416,93.1085,5
1780811418,93.1162,2
1780811420,93.1196,6
1780811422,93.1207,7
1780811424,93.1334,4
1780811426,93.1343,3
1780811428,93.1322,2
1780811430,93.1307,7
1780811432,93.1330,0
1780811434,93.1332,2
1780811436,93.1238,8
1780811438,93.1055,5
1780811440,93.1066,6
1780811442,93.1251,1
1780811444,93.1223,3
1780811446,93.1220,0
1780811448,93.1320,0
1780811450,93.1296,6
1780811452,93.1144,4
1780811454,93.1284,4
1780811456,93.1156,6
1780811458,93.0890,0
1780811460,93.0802,2
1780811462,93.0927,7
1780811464,93.0869,9
1780811466,93.0828,8
1780811468,93.0750,0
1780811470,93.0625,5
1780811472,93.0663,3
1780811474,93.0548,8
1780811476,93.0664,4
1780811478,93.0735,5
1780811480,93.0755,5
1780811482,93.0749,9
1780811484,93.0660,0
1780811486,93.0541,1
1780811488,93.0327,7
1780811490,93.0287,7
1780811492,93.0273,3
1780811494,93.0270,0
1780811496,93.0178,8
1780811498,92.9996,6
1780811500,93.0003,3
1780811502,93.0025,5
1780811504,92.9875,5
1780811506,92.9995,5
1780811508,93.0243,3
1780811510,93.0067,7
1780811512,93.0074,4
1780811514,93.0037,7
1780811516,93.0074,4
1780811518,93.0132,2
1780811520,93.0218,8
1780811522,92.9818,8
1780811524,92.9512,2
1780811526,92.9525,5
1780811528,92.9493,3
1780811530,92.9432,2
1780811532,92.9560,0
1780811534,92.9382,2
1780811536,92.9558,8
1780811538,92.9295,5
1780811540,92.9276,6
1780811542,92.9334,4
1780811544,92.9377,7
1780811546,92.9260,0
1780811548,92.9210,0
1780811550,92.9369,9
1780811552,92.9179,9
1780811554,92.9179,9
1780811556,92.9260,0
1780811558,92.9474,4
1780811560,92.9527,7
1780811562,92.9639,9
1780811564,92.9651,1
1780811566,92.9878,8
1780811568,93.0054,4
1780811570,93.0075,5
1780811572,93.0169,9
1780811574,93.0021,1
1780811576,93.0001,1
1780811578,93.0220,0
1780811580,93.0424,4
1780811582,93.0355,5
1780811584,93.0394,4
1780811586,93.0574,4
1780811588,93.0720,0
1780811590,93.0758,8
1780811592,93.0702,2
1780811594,93.0552,2
1780811596,93.0580,0
1780811598,93.0433,3
1780811600,93.0437,7
1780811602,93.0569,9
1780811604,93.0623,3
1780811606,93.0578,8
1780811608,93.0579,9
1780811610,93.0561,1
1780811612,93.0825,5
1780811614,93.0820,0
1780811616,93.0860,0
1780811618,93.0912,2
1780811620,93.1027,7
1780811622,93.0943,3
1780811624,93.1011,1
1780811626,93.0847,7
1780811628,93.0738,8
1780811630,93.0577,7
1780811632,93.0694,4
1780811634,93.0435,5
1780811636,93.0481,1
1780811638,93.0383,3
1780811640,93.0254,4
1780811642,93.0182,2
1780811644,93.0332,2
1780811646,93.0410,0
1780811648,93.0531,1
1780811650,93.0390,0
1780811652,93.0529,9
1780811654,93.0607,7
1780811656,93.0478,8
1780811658,93.0458,8
1780811660,93.0269,9
1780811662,93.0124,4
1780811664,93.0219,9
1780811666,93.0547,7
1780811668,93.0609,9
1780811670,93.0648,8
1780811672,93.0583,3
1780811674,93.0533,3
1780811676,93.0492,2
1780811678,93.0569,9
1780811680,93.0645,5
1780811682,93.0635,5
1780811684,93.0738,8
1780811686,93.0854,4
1780811688,93.0752,2
1780811690,93.0595,5
1780811692,93.0620,0
1780811694,93.0661,1
1780811696,93.0797,7
1780811698,93.0845,5
1780811700,93.0666,6
1780811702,93.0689,9
1780811704,93.0771,1
1780811706,93.0896,6
1780811708,93.1092,2
1780811710,93.1148,8
1780811712,93.0955,5
1780811714,93.0943,3
1780811716,93.0982,2
1780811718,93.0875,5
1780811720,93.0884,4
1780811722,93.0854,4
1780811724,93.0811,1
1780811726,93.0927,7
1780811728,93.0905,5
1780811730,93.1077,7
1780811732,93.1097,7
1780811734,93.1143,3
1780811736,93.0952,2
1780811738,93.1113,3
1780811740,93.1205,5
1780811742,93.1206,6
1780811744,93.1050,0
1780811746,93.0830,0
1780811748,93.0870,0
1780811750,93.0900,0
1780811752,93.1072,2
1780811754,93.1036,6
1780811756,93.0988,8
1780811758,93.1115,5
1780811760,93.1210,0
1780811762,93.1212,2
1780811764,93.1097,7
1780811766,93.1228,8
1780811768,93.1248,8
1780811770,93.1318,8
1780811772,93.1222,2
1780811774,93.1345,5
1780811776,93.1431,1
1780811778,93.1357,7
1780811780,93.1341,1
1780811782,93.1430,0
1780811784,93.1682,2
1780811786,93.1711,1
1780811788,93.1703,3
1780811790,93.1673,3
1780811792,93.1735,5
1780811794,93.1548,8
1780811796,93.1506,6
1780811798,93.1420,0
1780811800,93.1358,8
1780811802,93.1376,6
1780811804,93.1610,0
1780811806,93.1625,5
1780811808,93.1634,4
1780811810,93.1672,2
1780811812,93.1658,8
1780811814,93.1660,0
1780811816,93.1591,1
1780811818,93.1638,8
1780811820,93.1643,3
1780811822,93.1816,6
1780811824,93.1763,3
1780811826,93.1691,1
1780811828,93.1544,4
1780811830,93.1581,1
1780811832,93.1597,7
1780811834,93.1669,9
1780811836,93.1662,2
1780811838,93.1711,1
1780811840,93.1705,5
1780811842,93.1767,7
1780811844,93.1866,6
1780811846,93.1728,8
1780811848,93.1639,9
1780811850,93.1626,6
1780811852,93.1585,5
1780811854,93.1549,9
1780811856,93.1633,3
1780811858,93.1744,4
1780811860,93.1707,7
1780811862,93.1695,5
1780811864,93.1685,5
1780811866,93.1969,9
1780811868,93.1826,6
1780811870,93.2008,8
1780811872,93.1908,8
1780811874,93.1967,7
1780811876,93.1759,9
1780811878,93.1748,8
1780811880,93.1721,1
1780811882,93.1738,8
1780811884,93.1919,9
1780811886,93.1971,1
1780811888,93.2021,1
1780811890,93.2028,8
1780811892,93.2017,7
1780811894,93.2086,6
1780811896,93.2177,7
1780811898,93.2413,3
1780811900,93.2593,3
1780811902,93.2490,0
1780811904,93.2523,3
1780811906,93.2414,4
1780811908,93.2474,4
1780811910,93.2376,6
1780811912,93.2464,4
1780811914,93.2542,2
1780811916,93.2735,5
1780811918,93.2877,7
1780811920,93.2966,6
1780811922,93.3011,1
1780811924,93.2819,9
1780811926,93.2910,0
1780811928,93.2819,9
1780811930,93.2951,1
1780811932,93.2781,1
1780811934,93.2593,3
1780811936,93.2575,5
1780811938,93.2630,0
1780811940,93.2573,3
1780811942,93.2552,2
