epoch,price,last_digit
1780810936,331.76,6
1780810938,331.91,1
1780810940,331.87,7
1780810942,331.82,2
1780810944,331.88,8
1780810946,331.98,8
1780810948,331.95,5
1780810950,331.84,4
1780810952,331.72,2
1780810954,331.71,1
1780810956,331.78,8
1780810958,331.63,3
1780810960,331.68,8
1780810962,331.71,1
1780810964,331.64,4
1780810966,331.72,2
1780810968,331.73,3
1780810970,331.76,6
1780810972,331.80,0
1780810974,331.76,6
1780810976,331.53,3
1780810978,331.59,9
1780810980,331.49,9
1780810982,331.43,3
1780810984,331.41,1
1780810986,331.42,2
1780810988,331.30,0
1780810990,331.36,6
1780810992,331.33,3
1780810994,331.36,6
1780810996,331.32,2
1780810998,331.30,0
1780811000,331.26,6
1780811002,331.22,2
1780811004,331.17,7
1780811006,331.14,4
1780811008,331.08,8
1780811010,331.11,1
1780811012,331.12,2
1780811014,331.31,1
1780811016,331.37,7
1780811018,331.34,4
1780811020,331.31,1
1780811022,331.30,0
1780811024,331.30,0
1780811026,331.23,3
1780811028,331.22,2
1780811030,331.20,0
1780811032,331.12,2
1780811034,331.05,5
1780811036,331.06,6
1780811038,331.10,0
1780811040,331.20,0
1780811042,331.15,5
1780811044,331.16,6
1780811046,331.03,3
1780811048,330.91,1
1780811050,330.86,6
1780811052,330.90,0
1780811054,331.01,1
1780811056,331.09,9
1780811058,331.05,5
1780811060,330.93,3
1780811062,331.04,4
1780811064,331.01,1
1780811066,330.81,1
1780811068,330.95,5
1780811070,330.99,9
1780811072,330.95,5
1780811074,330.95,5
1780811076,330.94,4
1780811078,330.89,9
1780811080,331.06,6
1780811082,330.94,4
1780811084,330.92,2
1780811086,330.92,2
1780811088,330.98,8
1780811090,330.99,9
1780811092,330.97,7
1780811094,331.01,1
1780811096,331.04,4
1780811098,331.22,2
1780811100,331.24,4
1780811102,331.37,7
1780811104,331.30,0
1780811106,331.27,7
1780811108,331.20,0
1780811110,331.08,8
1780811112,331.04,4
1780811114,331.00,0
1780811116,331.00,0
1780811118,330.81,1
1780811120,330.76,6
1780811122,330.91,1
1780811124,330.93,3
1780811126,330.93,3
1780811128,330.85,5
1780811130,330.88,8
1780811132,331.02,2
1780811134,330.96,6
1780811136,331.00,0
1780811138,331.03,3
1780811140,330.94,4
1780811142,330.76,6
1780811144,330.93,3
1780811146,330.95,5
1780811148,331.03,3
1780811150,331.17,7
1780811152,331.15,5
1780811154,331.12,2
1780811156,331.10,0
1780811158,331.17,7
1780811160,331.09,9
1780811162,331.21,1
1780811164,331.30,0
1780811166,331.21,1
1780811168,331.30,0
1780811170,331.17,7
1780811172,331.37,7
1780811174,331.42,2
1780811176,331.53,3
1780811178,331.59,9
1780811180,331.72,2
1780811182,331.61,1
1780811184,331.65,5
1780811186,331.56,6
1780811188,331.67,7
1780811190,331.66,6
1780811192,331.66,6
