epoch,price,last_digit
1780810936,31947.6442,2
1780810938,31942.7513,3
1780810940,31939.0042,2
1780810942,31934.0655,5
1780810944,31934.6034,4
1780810946,31946.5215,5
1780810948,31951.2588,8
1780810950,31954.0749,9
1780810952,31953.7870,0
1780810954,31944.2002,2
1780810956,31949.0929,9
1780810958,31943.3850,0
1780810960,31945.8505,5
1780810962,31953.7774,4
1780810964,31955.6879,9
1780810966,31961.8365,5
1780810968,31955.4735,5
1780810970,31954.5586,6
1780810972,31961.9547,7
1780810974,31961.5204,4
1780810976,31956.9875,5
1780810978,31951.4379,9
1780810980,31953.1811,1
1780810982,31944.8017,7
1780810984,31947.2168,8
1780810986,31937.9406,6
1780810988,31936.8189,9
1780810990,31937.9995,5
1780810992,31943.3503,3
1780810994,31944.5916,6
1780810996,31940.6168,8
1780810998,31927.9410,0
1780811000,31931.1980,0
1780811002,31935.5808,8
1780811004,31933.4955,5
1780811006,31927.0491,1
1780811008,31926.5616,6
1780811010,31927.4269,9
1780811012,31924.2907,7
1780811014,31916.9049,9
1780811016,31920.5132,2
1780811018,31921.4540,0
1780811020,31931.9990,0
1780811022,31939.9286,6
1780811024,31949.8470,0
1780811026,31952.9449,9
1780811028,31958.4048,8
1780811030,31958.2770,0
1780811032,31950.0088,8
1780811034,31955.3941,1
1780811036,31961.3276,6
1780811038,31957.7746,6
1780811040,31958.6706,6
1780811042,31959.5627,7
1780811044,31955.0840,0
1780811046,31950.0171,1
1780811048,31950.6554,4
1780811050,31948.3496,6
1780811052,31960.3950,0
1780811054,31961.6795,5
1780811056,31945.2484,4
1780811058,31943.3969,9
1780811060,31944.2735,5
1780811062,31943.6760,0
1780811064,31933.6211,1
1780811066,31932.9242,2
1780811068,31937.3956,6
1780811070,31932.7071,1
1780811072,31935.2543,3
1780811074,31934.8013,3
1780811076,31936.7781,1
1780811078,31940.3365,5
1780811080,31942.7856,6
1780811082,31941.8095,5
1780811084,31947.2089,9
1780811086,31937.7462,2
1780811088,31938.9573,3
1780811090,31937.2134,4
1780811092,31925.8028,8
1780811094,31920.7364,4
1780811096,31917.1672,2
1780811098,31923.2774,4
1780811100,31917.8308,8
1780811102,31917.0920,0
1780811104,31927.3500,0
1780811106,31919.6923,3
1780811108,31920.1867,7
1780811110,31923.5866,6
1780811112,31927.8188,8
1780811114,31929.5214,4
1780811116,31924.9293,3
